PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,WE_STATUS,MIRO_STATUS,F110_STATUS,TOTAL_VALUE,Delivery_Delay_Days,COST_SAVINGS,DEFECT_RATE,Vendor_Risk
PO-00276,Alpha_Inc,2023-07-04,2023-07-08,MRO,Delivered,1698,102.07,100.69,28.0,Yes,Completed,Verified,Paid,170971.62,4.0,2343.2399999999925,0.016489988221436984,Low Risk
PO-00277,Epsilon_Group,2023-04-05,,Electronics,Delivered,1001,64.62,55.7,32.0,Yes,Pending,Verified,Paid,55755.700000000004,,8928.920000000002,0.03196803196803197,Low Risk
PO-00278,Alpha_Inc,2022-05-24,2022-05-27,Office Supplies,Delivered,1154,62.67,54.11,25.0,Yes,Completed,Verified,Paid,62442.94,3.0,9878.240000000003,0.021663778162911613,Low Risk
PO-00279,Alpha_Inc,2023-03-09,2023-03-29,Packaging,Cancelled,748,37.66,32.71,,No,Completed,Pending,Not Paid,24467.08,20.0,3702.5999999999967,,Low Risk
PO-00280,Alpha_Inc,2022-07-07,,Office Supplies,Delivered,162,81.63,78.76,2.0,Yes,Pending,Verified,Paid,12759.12,,464.93999999999846,0.012345679012345678,Low Risk
PO-00281,Alpha_Inc,2022-10-13,2022-10-24,Packaging,Delivered,51,28.04,24.13,0.0,Yes,Completed,Verified,Paid,1230.6299999999999,11.0,199.41,0.0,Low Risk
PO-00282,Delta_Logistics,2023-04-19,2023-04-24,Office Supplies,Delivered,691,42.07,39.1,106.0,Yes,Completed,Verified,Paid,27018.100000000002,5.0,2052.269999999999,0.15340086830680175,High Risk
PO-00283,Beta_Supplies,2022-09-13,2022-09-20,Office Supplies,Delivered,269,50.22,45.75,32.0,No,Completed,Verified,Paid,12306.75,7.0,1202.4299999999996,0.11895910780669144,High Risk
PO-00284,Beta_Supplies,2022-03-19,2022-04-06,Electronics,Pending,1639,56.24,55.4,147.0,Yes,Completed,Pending,Not Paid,90800.59999999999,18.0,1376.7600000000057,0.0896888346552776,Low Risk
PO-00285,Alpha_Inc,2023-03-30,2023-04-06,Raw Materials,Delivered,904,34.04,30.06,26.0,Yes,Completed,Verified,Paid,27174.239999999998,7.0,3597.9200000000005,0.028761061946902654,Low Risk
PO-00286,Beta_Supplies,2023-07-18,2023-07-26,Office Supplies,Delivered,1809,22.17,19.65,,Yes,Completed,Verified,Paid,35546.85,8.0,4558.680000000006,,Low Risk
PO-00287,Alpha_Inc,2022-04-11,2022-04-16,Packaging,Delivered,1298,65.93,58.95,,Yes,Completed,Verified,Paid,76517.1,5.0,9060.040000000005,,Low Risk
PO-00288,Beta_Supplies,2022-02-21,2022-03-13,Packaging,Delivered,434,36.16,34.79,41.0,Yes,Completed,Verified,Paid,15098.859999999999,20.0,594.5799999999989,0.0944700460829493,Low Risk
PO-00289,Epsilon_Group,2023-10-30,2023-11-04,Electronics,Delivered,1476,68.85,65.28,43.0,Yes,Completed,Verified,Paid,96353.28,5.0,5269.31999999999,0.029132791327913278,Low Risk
PO-00290,Delta_Logistics,2023-07-08,,Raw Materials,Partially Delivered,1711,26.04,24.81,290.0,Yes,Pending,Pending,Not Paid,42449.909999999996,,2104.5300000000007,0.1694915254237288,High Risk
PO-00291,Gamma_Co,2022-01-16,2022-01-22,Packaging,Delivered,1203,53.3,47.68,49.0,Yes,Completed,Verified,Paid,57359.04,6.0,6760.859999999997,0.040731504571903575,Low Risk
PO-00292,Alpha_Inc,2022-04-06,2022-04-07,Electronics,Delivered,1126,58.8,52.22,,Yes,Completed,Verified,Paid,58799.72,1.0,7409.079999999998,,Low Risk
PO-00293,Epsilon_Group,2022-08-31,2022-09-12,Packaging,Delivered,1757,15.18,13.06,63.0,Yes,Completed,Verified,Paid,22946.420000000002,12.0,3724.839999999999,0.035856573705179286,Low Risk
PO-00294,Epsilon_Group,2022-06-20,2022-06-28,MRO,Delivered,779,41.3,36.28,20.0,Yes,Completed,Verified,Paid,28262.120000000003,8.0,3910.5799999999967,0.025673940949935817,Low Risk
PO-00295,Delta_Logistics,2023-02-21,2023-02-22,Office Supplies,Delivered,1745,23.53,22.57,282.0,No,Completed,Verified,Paid,39384.65,1.0,1675.2000000000014,0.16160458452722062,High Risk
PO-00296,Delta_Logistics,2023-05-13,2023-05-15,Raw Materials,Delivered,1783,16.96,15.8,295.0,Yes,Completed,Verified,Paid,28171.4,2.0,2068.28,0.16545148625911385,High Risk
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,Office Supplies,Partially Delivered,1489,107.02,93.3,,Yes,Completed,Pending,Not Paid,138923.69999999998,14.0,20429.079999999998,,Low Risk
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,Office Supplies,Delivered,296,40.38,35.25,,Yes,Completed,Verified,Paid,10434.0,3.0,1518.4800000000007,,Low Risk
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,MRO,Delivered,885,88.28,80.8,31.0,Yes,Completed,Verified,Paid,71508.0,12.0,6619.800000000004,0.03502824858757062,Low Risk
PO-00300,Epsilon_Group,2022-03-02,2022-03-06,Raw Materials,Pending,1512,33.25,30.15,53.0,Yes,Completed,Pending,Not Paid,45586.799999999996,4.0,4687.200000000003,0.03505291005291005,Low Risk
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,Office Supplies,Delivered,252,73.12,67.64,,No,Completed,Verified,Paid,17045.28,8.0,1380.960000000001,,Low Risk
PO-00302,Alpha_Inc,2023-01-24,,Electronics,Cancelled,1257,83.13,81.89,30.0,Yes,Pending,Pending,Not Paid,102935.73,,1558.6799999999935,0.02386634844868735,Low Risk
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,Packaging,Delivered,172,63.61,55.92,4.0,Yes,Completed,Verified,Paid,9618.24,17.0,1322.6799999999996,0.023255813953488372,Low Risk
PO-00304,Epsilon_Group,2023-02-04,2023-02-05,Packaging,Pending,450,55.85,49.88,9.0,Yes,Completed,Pending,Not Paid,22446.0,1.0,2686.4999999999995,0.02,Low Risk
PO-00305,Gamma_Co,2022-09-29,2022-10-15,Electronics,Delivered,816,48.95,43.42,45.0,Yes,Completed,Verified,Paid,35430.72,16.0,4512.480000000001,0.05514705882352941,Low Risk
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,Packaging,Delivered,343,44.5,38.57,7.0,Yes,Completed,Verified,Paid,13229.51,14.0,2033.99,0.02040816326530612,Low Risk
PO-00307,Gamma_Co,2022-10-20,2022-11-05,MRO,Delivered,329,97.87,85.35,21.0,No,Completed,Verified,Paid,28080.149999999998,16.0,4119.080000000004,0.06382978723404255,Low Risk
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,Electronics,Delivered,1910,90.69,85.8,,Yes,Completed,Verified,Paid,163878.0,15.0,9339.900000000001,,Low Risk
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,MRO,Delivered,933,107.99,104.29,29.0,Yes,Completed,Verified,Paid,97302.57,3.0,3452.0999999999894,0.031082529474812434,Low Risk
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,Raw Materials,Delivered,1683,23.09,21.88,253.0,Yes,Completed,Verified,Paid,36824.04,5.0,2036.4300000000014,0.1503267973856209,High Risk
PO-00311,Beta_Supplies,2023-11-09,2023-11-18,Packaging,Pending,247,84.11,71.97,,Yes,Completed,Pending,Not Paid,17776.59,9.0,2998.58,,Low Risk
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,MRO,Delivered,1031,102.01,98.65,,Yes,Completed,Verified,Paid,101708.15000000001,19.0,3464.1599999999994,,Low Risk
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,Packaging,Delivered,1980,26.97,24.16,41.0,Yes,Completed,Verified,Paid,47836.8,11.0,5563.799999999997,0.02070707070707071,Low Risk
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,Raw Materials,Delivered,1584,16.46,14.2,57.0,Yes,Completed,Verified,Paid,22492.8,20.0,3579.8400000000024,0.03598484848484849,Low Risk
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,Office Supplies,Delivered,801,80.15,70.91,,Yes,Completed,Verified,Paid,56798.909999999996,15.0,7401.240000000007,,Low Risk
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,Packaging,Delivered,193,63.86,57.46,,Yes,Completed,Verified,Paid,11089.78,14.0,1235.1999999999998,,Low Risk
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,Raw Materials,Delivered,658,86.62,79.85,72.0,Yes,Completed,Verified,Paid,52541.299999999996,4.0,4454.660000000007,0.1094224924012158,High Risk
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,Electronics,Delivered,1274,24.72,23.36,37.0,Yes,Completed,Verified,Paid,29760.64,18.0,1732.6399999999992,0.029042386185243328,Low Risk
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,Packaging,Partially Delivered,1197,88.92,78.82,31.0,Yes,Completed,Pending,Not Paid,94347.54,7.0,12089.70000000001,0.025898078529657476,Low Risk
PO-00320,Gamma_Co,2022-03-04,2022-03-12,Electronics,Delivered,236,28.43,28.11,11.0,Yes,Completed,Verified,Paid,6633.96,8.0,75.52000000000007,0.046610169491525424,Low Risk
PO-00321,Gamma_Co,2022-11-18,2022-12-03,Raw Materials,Partially Delivered,1399,25.97,22.19,62.0,Yes,Completed,Pending,Not Paid,31043.81,15.0,5288.219999999997,0.04431736954967834,Low Risk
PO-00322,Gamma_Co,2022-02-28,2022-03-04,Electronics,Delivered,513,24.91,22.58,29.0,Yes,Completed,Verified,Paid,11583.539999999999,4.0,1195.2900000000009,0.056530214424951264,Low Risk
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,MRO,Delivered,1422,83.73,76.47,198.0,Yes,Completed,Verified,Paid,108740.34,11.0,10323.720000000007,0.13924050632911392,High Risk
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,Office Supplies,Delivered,1844,76.51,73.05,,Yes,Completed,Verified,Paid,134704.19999999998,12.0,6380.240000000014,,Low Risk
PO-00325,Gamma_Co,2023-05-04,,Electronics,Delivered,709,61.64,54.55,41.0,Yes,Pending,Verified,Paid,38675.95,,5026.810000000002,0.05782792665726375,Low Risk
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,MRO,Delivered,813,45.68,41.78,,No,Completed,Verified,Paid,33967.14,16.0,3170.699999999999,,Low Risk
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,Office Supplies,Delivered,1004,96.51,92.9,146.0,No,Completed,Verified,Paid,93271.6,3.0,3624.4399999999996,0.1454183266932271,High Risk
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,Raw Materials,Delivered,452,46.45,40.39,9.0,Yes,Completed,Verified,Paid,18256.28,4.0,2739.120000000001,0.01991150442477876,Low Risk
PO-00329,Beta_Supplies,2022-02-28,2022-03-12,Raw Materials,Pending,1419,83.91,71.46,137.0,Yes,Completed,Pending,Not Paid,101401.73999999999,12.0,17666.550000000003,0.09654686398872446,Low Risk
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,Packaging,Delivered,1584,53.73,51.92,167.0,No,Completed,Verified,Paid,82241.28,18.0,2867.0399999999922,0.10542929292929293,High Risk
PO-00331,Gamma_Co,2022-03-24,2022-04-11,MRO,Pending,196,44.36,43.81,6.0,Yes,Completed,Pending,Not Paid,8586.76,18.0,107.79999999999944,0.030612244897959183,Low Risk
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,Office Supplies,Delivered,1221,53.19,46.18,29.0,Yes,Completed,Verified,Paid,56385.78,4.0,8559.209999999997,0.02375102375102375,Low Risk
PO-00333,Alpha_Inc,2022-03-12,2022-03-26,Packaging,Delivered,913,37.5,36.2,,Yes,Completed,Verified,Paid,33050.600000000006,14.0,1186.8999999999974,,Low Risk
PO-00334,Alpha_Inc,2023-09-02,2023-09-04,Packaging,Delivered,1784,85.01,76.69,37.0,Yes,Completed,Verified,Paid,136814.96,2.0,14842.880000000014,0.020739910313901346,Low Risk
PO-00335,Delta_Logistics,2022-03-11,,Raw Materials,Delivered,1893,55.8,52.35,,Yes,Pending,Verified,Paid,99098.55,,6530.849999999992,,Low Risk
PO-00336,Delta_Logistics,2023-11-23,2023-12-05,Electronics,Pending,538,34.3,32.25,84.0,No,Completed,Pending,Not Paid,17350.5,12.0,1102.8999999999985,0.15613382899628253,High Risk
PO-00337,Delta_Logistics,2022-08-29,2022-09-15,Office Supplies,Pending,978,94.15,87.7,149.0,No,Completed,Pending,Not Paid,85770.6,17.0,6308.100000000003,0.1523517382413088,High Risk
PO-00338,Epsilon_Group,2023-02-18,2023-03-06,Raw Materials,Cancelled,1713,47.45,42.05,53.0,Yes,Completed,Pending,Not Paid,72031.65,16.0,9250.20000000001,0.030939871570344425,Low Risk
PO-00339,Delta_Logistics,2022-05-03,2022-05-07,Raw Materials,Pending,600,60.1,57.92,95.0,No,Completed,Pending,Not Paid,34752.0,4.0,1307.9999999999998,0.15833333333333333,High Risk
PO-00340,Alpha_Inc,2023-08-07,2023-08-25,Electronics,Pending,387,100.28,85.54,5.0,Yes,Completed,Pending,Not Paid,33103.98,18.0,5704.379999999998,0.012919896640826873,Low Risk
PO-00341,Alpha_Inc,2022-09-10,2022-09-19,MRO,Pending,921,68.83,59.13,22.0,Yes,Completed,Pending,Not Paid,54458.73,9.0,8933.699999999995,0.023887079261672096,Low Risk
PO-00342,Beta_Supplies,2023-08-16,2023-08-30,MRO,Delivered,690,22.47,21.94,77.0,Yes,Completed,Verified,Paid,15138.6,14.0,365.69999999999834,0.11159420289855072,High Risk
PO-00343,Alpha_Inc,2023-09-01,2023-09-21,Office Supplies,Cancelled,1852,104.04,94.89,36.0,Yes,Completed,Pending,Not Paid,175736.28,20.0,16945.80000000001,0.019438444924406047,Low Risk
PO-00344,Delta_Logistics,2022-02-10,2022-02-28,Electronics,Delivered,522,66.83,58.01,74.0,Yes,Completed,Verified,Paid,30281.219999999998,18.0,4604.04,0.1417624521072797,High Risk
PO-00345,Delta_Logistics,2023-09-27,2023-10-06,Electronics,Delivered,200,44.16,43.13,21.0,Yes,Completed,Verified,Paid,8626.0,9.0,205.9999999999988,0.105,High Risk
PO-00346,Gamma_Co,2022-03-25,2022-04-03,Packaging,Delivered,1488,22.76,21.99,,Yes,Completed,Verified,Paid,32721.12,9.0,1145.7600000000048,,Low Risk
PO-00347,Epsilon_Group,2023-03-06,2023-03-16,Electronics,Delivered,1371,87.16,78.13,43.0,Yes,Completed,Verified,Paid,107116.23,10.0,12380.130000000001,0.031363967906637494,Low Risk
PO-00348,Alpha_Inc,2023-11-05,,Office Supplies,Delivered,1684,73.05,62.53,,Yes,Pending,Verified,Paid,105300.52,,17715.679999999993,,Low Risk
PO-00349,Epsilon_Group,2023-08-21,2023-08-27,Electronics,Delivered,312,63.52,58.09,,Yes,Completed,Verified,Paid,18124.08,6.0,1694.1599999999999,,Low Risk
PO-00350,Alpha_Inc,2023-08-02,2023-08-21,Packaging,Cancelled,1837,99.04,86.51,39.0,Yes,Completed,Pending,Not Paid,158918.87,19.0,23017.61,0.021230266739248774,Low Risk
PO-00351,Beta_Supplies,2023-06-20,2023-06-23,MRO,Delivered,193,87.86,81.74,21.0,Yes,Completed,Verified,Paid,15775.82,3.0,1181.1600000000008,0.10880829015544041,High Risk
PO-00352,Beta_Supplies,2022-11-20,2022-11-21,Electronics,Delivered,395,24.83,23.96,31.0,Yes,Completed,Verified,Paid,9464.2,1.0,343.649999999999,0.07848101265822785,Low Risk
PO-00353,Epsilon_Group,2022-09-25,2022-10-12,Electronics,Cancelled,673,39.58,35.83,25.0,Yes,Completed,Pending,Not Paid,24113.59,17.0,2523.75,0.03714710252600297,Low Risk
PO-00354,Delta_Logistics,2022-07-29,2022-08-12,Office Supplies,Cancelled,1066,33.33,28.47,162.0,No,Completed,Pending,Not Paid,30349.02,14.0,5180.759999999999,0.15196998123827393,High Risk
PO-00355,Gamma_Co,2023-11-17,2023-11-23,Packaging,Delivered,1645,85.42,80.78,73.0,No,Completed,Verified,Paid,132883.1,6.0,7632.800000000001,0.04437689969604863,Low Risk
PO-00356,Alpha_Inc,2022-11-18,2022-11-29,Electronics,Delivered,930,13.67,11.95,16.0,Yes,Completed,Verified,Paid,11113.5,11.0,1599.6000000000006,0.017204301075268817,Low Risk
PO-00357,Alpha_Inc,2022-09-02,2022-09-21,Office Supplies,Delivered,51,63.74,56.1,0.0,Yes,Completed,Verified,Paid,2861.1,19.0,389.64000000000004,0.0,Low Risk
PO-00358,Gamma_Co,2022-09-29,2022-10-01,Packaging,Delivered,946,81.77,71.65,55.0,Yes,Completed,Verified,Paid,67780.90000000001,2.0,9573.519999999991,0.05813953488372093,Low Risk
PO-00359,Epsilon_Group,2023-02-10,2023-03-02,Raw Materials,Partially Delivered,1377,94.69,84.2,,Yes,Completed,Pending,Not Paid,115943.40000000001,20.0,14444.729999999992,,Low Risk
PO-00360,Epsilon_Group,2022-05-15,2022-05-18,Packaging,Cancelled,303,41.6,40.51,11.0,Yes,Completed,Pending,Not Paid,12274.529999999999,3.0,330.270000000001,0.036303630363036306,Low Risk
PO-00361,Alpha_Inc,2023-11-19,2023-12-03,Raw Materials,Delivered,1725,93.14,79.62,24.0,Yes,Completed,Verified,Paid,137344.5,14.0,23321.999999999993,0.01391304347826087,Low Risk
PO-00362,Beta_Supplies,2023-10-23,2023-11-07,Raw Materials,Cancelled,502,22.05,20.65,50.0,No,Completed,Pending,Not Paid,10366.3,15.0,702.8000000000011,0.099601593625498,Low Risk
PO-00363,Gamma_Co,2022-11-04,2022-11-11,Packaging,Delivered,1110,90.49,80.03,61.0,Yes,Completed,Verified,Paid,88833.3,7.0,11610.599999999993,0.054954954954954956,Low Risk
PO-00364,Alpha_Inc,2023-04-14,2023-04-18,Packaging,Delivered,1233,23.08,20.57,,Yes,Completed,Verified,Paid,25362.81,4.0,3094.8299999999977,,Low Risk
PO-00365,Beta_Supplies,2022-11-20,2022-11-24,Office Supplies,Delivered,1064,48.04,43.6,94.0,Yes,Completed,Verified,Paid,46390.4,4.0,4724.159999999998,0.08834586466165413,Low Risk
PO-00366,Epsilon_Group,2022-03-16,2022-04-04,Packaging,Partially Delivered,58,82.57,76.55,,Yes,Completed,Pending,Not Paid,4439.9,19.0,349.15999999999974,,Low Risk
PO-00367,Beta_Supplies,2022-01-10,2022-01-20,MRO,Delivered,1306,23.49,20.17,116.0,No,Completed,Verified,Paid,26342.02,10.0,4335.9199999999955,0.0888208269525268,Low Risk
PO-00368,Delta_Logistics,2023-04-15,2023-04-28,Electronics,Delivered,1172,32.93,29.28,,No,Completed,Verified,Paid,34316.16,13.0,4277.799999999998,,Low Risk
PO-00369,Alpha_Inc,2023-09-29,,Packaging,Delivered,1732,82.5,71.71,24.0,Yes,Pending,Verified,Paid,124201.71999999999,,18688.28000000001,0.013856812933025405,Low Risk
PO-00370,Gamma_Co,2023-07-31,2023-08-07,Raw Materials,Delivered,865,81.54,71.59,39.0,Yes,Completed,Verified,Paid,61925.350000000006,7.0,8606.750000000002,0.04508670520231214,Low Risk
PO-00371,Beta_Supplies,2022-04-13,2022-04-20,Raw Materials,Delivered,257,68.72,66.92,22.0,Yes,Completed,Verified,Paid,17198.44,7.0,462.5999999999993,0.08560311284046693,Low Risk
PO-00372,Epsilon_Group,2022-03-17,2022-03-26,Packaging,Delivered,1204,73.18,67.59,31.0,Yes,Completed,Verified,Paid,81378.36,9.0,6730.360000000004,0.02574750830564784,Low Risk
PO-00373,Beta_Supplies,2023-07-05,2023-07-09,Electronics,Partially Delivered,453,64.14,60.18,51.0,Yes,Completed,Pending,Not Paid,27261.54,4.0,1793.8800000000003,0.11258278145695365,High Risk
PO-00374,Epsilon_Group,2022-08-07,2022-08-21,Electronics,Delivered,201,33.81,32.54,3.0,Yes,Completed,Verified,Paid,6540.54,14.0,255.27000000000064,0.014925373134328358,Low Risk
PO-00375,Delta_Logistics,2023-06-03,2023-06-16,Office Supplies,Delivered,103,44.61,42.88,10.0,Yes,Completed,Verified,Paid,4416.64,13.0,178.18999999999969,0.0970873786407767,Low Risk
PO-00376,Epsilon_Group,2022-09-29,2022-10-07,Office Supplies,Delivered,1193,27.4,27.09,,Yes,Completed,Verified,Paid,32318.37,8.0,369.82999999999845,,Low Risk
PO-00377,Gamma_Co,2022-05-16,2022-05-28,Office Supplies,Partially Delivered,1746,93.6,89.81,85.0,Yes,Completed,Pending,Not Paid,156808.26,12.0,6617.3399999999865,0.04868270332187858,Low Risk
PO-00378,Delta_Logistics,2022-12-24,2022-12-26,Electronics,Delivered,1993,65.94,59.36,,Yes,Completed,Verified,Paid,118304.48,2.0,13113.939999999997,,Low Risk
PO-00379,Beta_Supplies,2022-03-12,2022-03-27,Raw Materials,Delivered,677,46.54,43.11,,No,Completed,Verified,Paid,29185.47,15.0,2322.1099999999997,,Low Risk
PO-00380,Alpha_Inc,2022-09-08,,Office Supplies,Pending,636,53.64,49.23,18.0,Yes,Pending,Pending,Not Paid,31310.28,,2804.7600000000025,0.02830188679245283,Low Risk
PO-00381,Epsilon_Group,2023-01-14,2023-02-02,Packaging,Delivered,1698,100.97,98.73,52.0,Yes,Completed,Verified,Paid,167643.54,19.0,3803.5199999999913,0.030624263839811542,Low Risk
PO-00382,Gamma_Co,2022-10-19,2022-11-01,Office Supplies,Delivered,1493,24.87,22.89,56.0,Yes,Completed,Verified,Paid,34174.770000000004,13.0,2956.140000000001,0.03750837240455459,Low Risk
PO-00383,Alpha_Inc,2022-06-11,2022-06-25,Packaging,Delivered,1495,64.33,58.18,26.0,Yes,Completed,Verified,Paid,86979.1,14.0,9194.249999999998,0.017391304347826087,Low Risk
PO-00384,Alpha_Inc,2023-03-25,2023-04-07,Packaging,Cancelled,153,59.42,52.0,3.0,Yes,Completed,Pending,Not Paid,7956.0,13.0,1135.2600000000002,0.0196078431372549,Low Risk
PO-00385,Delta_Logistics,2023-07-11,2023-07-22,Raw Materials,Cancelled,1925,70.88,63.41,292.0,Yes,Completed,Pending,Not Paid,122064.25,11.0,14379.749999999998,0.15168831168831168,High Risk
PO-00386,Beta_Supplies,2023-12-22,2024-01-11,Packaging,Delivered,303,12.97,11.42,,No,Completed,Verified,Paid,3460.2599999999998,20.0,469.6500000000002,,Low Risk
PO-00387,Alpha_Inc,2022-11-06,2022-11-18,Office Supplies,Delivered,1300,92.92,90.63,,Yes,Completed,Verified,Paid,117819.0,12.0,2977.000000000008,,Low Risk
PO-00388,Gamma_Co,2023-09-19,2023-09-23,Raw Materials,Delivered,1185,103.28,99.05,,Yes,Completed,Verified,Paid,117374.25,4.0,5012.550000000005,,Low Risk
PO-00389,Epsilon_Group,2023-11-01,2023-11-20,Raw Materials,Delivered,559,67.56,57.98,15.0,Yes,Completed,Verified,Paid,32410.82,19.0,5355.220000000003,0.026833631484794274,Low Risk
PO-00390,Epsilon_Group,2023-06-26,2023-06-29,Electronics,Pending,1546,78.88,78.0,38.0,Yes,Completed,Pending,Not Paid,120588.0,3.0,1360.479999999993,0.02457956015523933,Low Risk
PO-00391,Epsilon_Group,2022-01-09,2022-01-19,Packaging,Delivered,148,93.02,85.96,4.0,Yes,Completed,Verified,Paid,12722.08,10.0,1044.8800000000003,0.02702702702702703,Low Risk
PO-00392,Delta_Logistics,2023-11-15,2023-11-23,Office Supplies,Delivered,202,81.75,78.26,37.0,No,Completed,Verified,Paid,15808.52,8.0,704.979999999999,0.18316831683168316,High Risk
PO-00393,Gamma_Co,2023-07-22,2023-07-28,Packaging,Delivered,1934,25.86,25.6,78.0,Yes,Completed,Verified,Paid,49510.4,6.0,502.83999999999617,0.04033092037228542,Low Risk
PO-00394,Alpha_Inc,2022-11-03,2022-11-07,Office Supplies,Delivered,963,64.96,64.07,20.0,Yes,Completed,Verified,Paid,61699.409999999996,4.0,857.0700000000005,0.020768431983385256,Low Risk
PO-00395,Gamma_Co,2023-11-11,2023-11-18,MRO,Delivered,1969,71.71,61.96,,Yes,Completed,Verified,Paid,121999.24,7.0,19197.749999999985,,Low Risk
PO-00396,Delta_Logistics,2022-04-17,,Electronics,Delivered,927,48.89,46.05,138.0,Yes,Pending,Verified,Paid,42688.35,,2632.680000000003,0.1488673139158576,High Risk
PO-00397,Delta_Logistics,2022-05-18,2022-05-23,Raw Materials,Cancelled,387,77.81,69.04,67.0,Yes,Completed,Pending,Not Paid,26718.480000000003,5.0,3393.9899999999984,0.1731266149870801,High Risk
PO-00398,Beta_Supplies,2022-09-28,2022-10-03,Electronics,Delivered,1779,97.86,94.36,176.0,Yes,Completed,Verified,Paid,167866.44,5.0,6226.5,0.09893198426082069,Low Risk
PO-00399,Gamma_Co,2022-04-29,2022-05-05,MRO,Pending,871,94.7,92.66,46.0,Yes,Completed,Pending,Not Paid,80706.86,6.0,1776.8400000000054,0.05281285878300804,Low Risk
PO-00400,Epsilon_Group,2022-04-20,2022-04-23,Electronics,Delivered,1236,51.33,44.03,25.0,Yes,Completed,Verified,Paid,54421.08,3.0,9022.799999999996,0.020226537216828478,Low Risk
PO-00401,Delta_Logistics,2023-07-21,2023-08-06,Electronics,Delivered,1793,22.01,21.78,285.0,Yes,Completed,Verified,Paid,39051.54,16.0,412.3900000000008,0.15895147796988288,High Risk
PO-00402,Delta_Logistics,2022-06-09,2022-06-28,MRO,Delivered,1006,101.1,89.04,139.0,Yes,Completed,Verified,Paid,89574.24,19.0,12132.359999999988,0.13817097415506957,High Risk
PO-00403,Beta_Supplies,2022-10-06,2022-10-21,Electronics,Cancelled,1754,89.35,86.54,161.0,No,Completed,Pending,Not Paid,151791.16,15.0,4928.739999999979,0.09179019384264538,Low Risk
PO-00404,Epsilon_Group,2022-10-16,2022-11-04,Electronics,Delivered,210,22.17,21.32,10.0,Yes,Completed,Verified,Paid,4477.2,19.0,178.50000000000028,0.047619047619047616,Low Risk
PO-00405,Delta_Logistics,2023-09-12,2023-10-02,MRO,Delivered,1653,102.16,91.91,217.0,Yes,Completed,Verified,Paid,151927.22999999998,20.0,16943.25,0.13127646702964307,High Risk
PO-00406,Alpha_Inc,2022-08-04,2022-08-15,MRO,Partially Delivered,850,91.38,88.41,24.0,Yes,Completed,Pending,Not Paid,75148.5,11.0,2524.499999999999,0.02823529411764706,Low Risk
PO-00407,Epsilon_Group,2022-12-18,2022-12-21,Raw Materials,Delivered,447,59.81,57.92,13.0,Yes,Completed,Verified,Paid,25890.24,3.0,844.8300000000003,0.029082774049217,Low Risk
PO-00408,Gamma_Co,2022-07-28,2022-08-07,Office Supplies,Delivered,1350,65.11,56.95,71.0,Yes,Completed,Verified,Paid,76882.5,10.0,11015.999999999995,0.052592592592592594,Low Risk
PO-00409,Beta_Supplies,2023-12-05,2023-12-24,Office Supplies,Delivered,865,51.19,47.76,83.0,Yes,Completed,Verified,Paid,41312.4,19.0,2966.95,0.09595375722543352,Low Risk
PO-00410,Alpha_Inc,2023-10-12,2023-10-29,MRO,Delivered,1989,16.5,15.89,57.0,Yes,Completed,Verified,Paid,31605.210000000003,17.0,1213.2899999999988,0.02865761689291101,Low Risk
PO-00411,Alpha_Inc,2022-09-28,2022-10-13,Office Supplies,Delivered,1577,41.77,39.58,32.0,Yes,Completed,Verified,Paid,62417.659999999996,15.0,3453.630000000008,0.020291693088142042,Low Risk
PO-00412,Gamma_Co,2023-06-02,2023-06-04,Packaging,Pending,1969,89.25,87.28,108.0,No,Completed,Pending,Not Paid,171854.32,2.0,3878.9299999999976,0.05485017775520569,Low Risk
PO-00413,Beta_Supplies,2023-05-16,2023-05-26,Packaging,Partially Delivered,1465,11.25,9.61,151.0,Yes,Completed,Pending,Not Paid,14078.65,10.0,2402.600000000001,0.10307167235494881,High Risk
